opportunity_id,account_id,account_name,call_date,call_owner,customer_seniority,notes,outcome,opportunity_stage,opportunity_type
ACCT-97-new business-2025,ACCT-97,Global Ltd,2025-06-11,Tina Patel,Director,Initial outreach to Director at Global Ltd. They're currently using Endframe but experiencing limited customization. Showed interest in our advanced reporting capabilities.,negative,2. Discovery,new business
ACCT-97-new business-2025,ACCT-97,Global Ltd,2025-06-22,Tina Patel,Director,Discovery call with Director. Deep dive into compliance requirements. They need data visualization and audit logging. Current solution: YaoNet. Timeline: Q2 2025. Budget: $25K-$50K.,positive,2. Discovery,new business
ACCT-97-new business-2025,ACCT-97,Global Ltd,2025-06-20,Tina Patel,Manager,Qualification call - Manager confirmed compliance requirements is priority. They're looking at SeeFood and Pied Piper. Our excellent support resonated well. Next steps: executive presentation.,negative,2. Discovery,new business
ACCT-98-new business-2025,ACCT-98,Atlantic LLC,2025-07-06,Donna Moriarty,Director,First conversation with Director. They mentioned manual reporting as their biggest challenge. Currently evaluating Endframe and SeeFood. Timeline: Q4 2025.,negative,2. Discovery,new business
ACCT-98-new business-2025,ACCT-98,Atlantic LLC,2025-07-09,Donna Moriarty,Manager,"Discovery session with Manager and team. Key pain points: manual reporting, deployment challenges. They're evaluating Pied Piper. Our data visualization addresses their needs. Timeline: Q4 2025.",negative,2. Discovery,new business
ACCT-98-new business-2025,ACCT-98,Atlantic LLC,2025-07-16,Donna Moriarty,VP,"Discovery session with VP and team. Key pain points: compliance requirements, difficult onboarding. They're evaluating YaoNet. Our custom dashboards addresses their needs. Timeline: Q3 2025.",negative,2. Discovery,new business
ACCT-99-new business-2024,ACCT-99,Red Technologies,2024-08-20,Brian Chen,Director,Intro call with Director. They're looking to solve compliance requirements. Budget seems to be around $100K-$250K. Competition includes SeeFood.,positive,2. Discovery,new business
ACCT-99-new business-2024,ACCT-99,Red Technologies,2024-09-02,Brian Chen,Director,Discovery call with Director. Deep dive into poor user adoption. They need real-time analytics and performance monitoring. Current solution: Pied Piper. Timeline: end of year. Budget: $10K-$25K.,positive,2. Discovery,new business
ACCT-99-new business-2024,ACCT-99,Red Technologies,2024-08-22,Brian Chen,Director,"Discovery session with Director and team. Key pain points: limited customization, slow response times. They're evaluating Pied Piper. Our automated workflows addresses their needs. Timeline: Q2 2025.",negative,2. Discovery,new business
ACCT-100-new business-2024,ACCT-100,Pacific Partners,2024-09-04,Tina Patel,Manager,Intro call with Manager. They're looking to solve integration challenges. Budget seems to be around $50K-$100K. Competition includes SeeFood.,neutral,3. Evaluation,new business
ACCT-100-new business-2024,ACCT-100,Pacific Partners,2024-09-09,Tina Patel,Director,Qualification call - Director confirmed scalability issues is priority. They're looking at SeeFood and Endframe. Our rapid deployment resonated well. Next steps: reference calls.,negative,3. Evaluation,new business
ACCT-100-new business-2024,ACCT-100,Pacific Partners,2024-09-08,Tina Patel,Director,Discovery call with Director. Deep dive into performance bottlenecks. They need custom dashboards and role-based permissions. Current solution: Pied Piper. Timeline: 3-6 months. Budget: $100K-$250K.,negative,3. Evaluation,new business
ACCT-101-new business-2025,ACCT-101,Quick Partners,2025-07-20,Brian Chen,Manager,First conversation with Manager. They mentioned data silos as their biggest challenge. Currently evaluating SeeFood and YaoNet. Timeline: end of year.,positive,3. Evaluation,new business
ACCT-101-new business-2025,ACCT-101,Quick Partners,2025-07-28,Brian Chen,Manager,"Discovery session with Manager and team. Key pain points: cost overruns, deployment challenges. They're evaluating YaoNet. Our mobile app addresses their needs. Timeline: within 30 days.",negative,3. Evaluation,new business
ACCT-101-new business-2025,ACCT-101,Quick Partners,2025-07-17,Brian Chen,Manager,Discovery call with Manager. Deep dive into limited customization. They need mobile app and role-based permissions. Current solution: YaoNet. Timeline: Q3 2025. Budget: $50K-$100K.,negative,3. Evaluation,new business
ACCT-101-new business-2025,ACCT-101,Quick Partners,2025-10-18,Brian Chen,VP,Evaluation call - VP wants to see advanced reporting in action. They're also looking at Pied Piper. Pricing feedback: budget approval needed. Next: executive presentation.,negative,3. Evaluation,new business
ACCT-101-new business-2025,ACCT-101,Quick Partners,2025-10-16,Brian Chen,Director,Technical deep dive with Director. They're impressed with our API integration and role-based permissions. Concerns about support quality. Comparing us to YaoNet. Timeline: Q2 2025.,negative,3. Evaluation,new business
ACCT-102-new business-2025,ACCT-102,Central Corp,2025-07-16,Carlos Rivera,Individual Contributor,Intro call with Individual Contributor. They're looking to solve scalability issues. Budget seems to be around $250K-$500K. Competition includes Endframe.,negative,1. Preopp,new business
ACCT-103-new business-2024,ACCT-103,Red Systems,2024-09-18,Donna Moriarty,Director,Initial outreach to Director at Red Systems. They're currently using Endframe but experiencing integration challenges. Showed interest in our multi-tenant architecture capabilities.,negative,5. Closed Lost,new business
ACCT-103-new business-2024,ACCT-103,Red Systems,2024-10-03,Donna Moriarty,VP,Discovery call with VP. Deep dive into integration challenges. They need advanced reporting and multi-language support. Current solution: Pied Piper. Timeline: next quarter. Budget: $250K-$500K.,negative,5. Closed Lost,new business
ACCT-104-new business-2025,ACCT-104,Fast Partners,2025-07-16,Tina Patel,Manager,Initial outreach to Manager at Fast Partners. They're currently using SeeFood but experiencing security concerns. Showed interest in our cloud deployment capabilities.,negative,3. Evaluation,new business
ACCT-104-new business-2025,ACCT-104,Fast Partners,2025-07-18,Tina Patel,Individual Contributor,Qualification call - Individual Contributor confirmed cost overruns is priority. They're looking at SeeFood and YaoNet. Our enterprise features resonated well. Next steps: pricing discussion.,positive,3. Evaluation,new business
ACCT-104-new business-2025,ACCT-104,Fast Partners,2025-07-20,Tina Patel,Manager,Qualification call - Manager confirmed integration challenges is priority. They're looking at Pied Piper and SeeFood. Our better pricing resonated well. Next steps: proof of concept.,negative,3. Evaluation,new business
ACCT-104-new business-2025,ACCT-104,Fast Partners,2025-08-07,Tina Patel,Director,Technical deep dive with Director. They're impressed with our custom dashboards and multi-language support. Concerns about vendor lock-in. Comparing us to SeeFood. Timeline: Q1 2025.,negative,3. Evaluation,new business
ACCT-104-new business-2025,ACCT-104,Fast Partners,2025-08-11,Tina Patel,Manager,Evaluation call - Manager wants to see cloud deployment in action. They're also looking at YaoNet. Pricing feedback: too expensive. Next: compliance assessment.,negative,3. Evaluation,new business
ACCT-105-new business-2024,ACCT-105,Data Systems,2024-09-26,Jake Morgan,Manager,Initial outreach to Manager at Data Systems. They're currently using Pied Piper but experiencing poor user adoption. Showed interest in our automated workflows capabilities.,negative,3. Evaluation,new business
ACCT-105-new business-2024,ACCT-105,Data Systems,2024-10-09,Jake Morgan,Director,"Discovery session with Director and team. Key pain points: data silos, slow response times. They're evaluating Pied Piper. Our enterprise security addresses their needs. Timeline: end of year.",positive,3. Evaluation,new business
ACCT-105-new business-2024,ACCT-105,Data Systems,2024-10-04,Jake Morgan,Manager,"Discovery session with Manager and team. Key pain points: compliance requirements, poor mobile experience. They're evaluating Endframe. Our API integration addresses their needs. Timeline: 3-6 months.",negative,3. Evaluation,new business
ACCT-105-new business-2024,ACCT-105,Data Systems,2024-10-18,Jake Morgan,Director,Technical deep dive with Director. They're impressed with our cloud deployment and custom branding. Concerns about integration complexity. Comparing us to YaoNet. Timeline: 3-6 months.,neutral,3. Evaluation,new business
ACCT-105-new business-2024,ACCT-105,Data Systems,2024-10-12,Jake Morgan,Manager,Evaluation call - Manager wants to see multi-tenant architecture in action. They're also looking at YaoNet. Pricing feedback: within budget. Next: proof of concept.,negative,3. Evaluation,new business
ACCT-106-new business-2025,ACCT-106,Dynamic Systems,2025-05-11,Brian Chen,VP,Intro call with VP. They're looking to solve compliance requirements. Budget seems to be around $250K-$500K. Competition includes YaoNet.,neutral,4. Negotiation,new business
ACCT-106-new business-2025,ACCT-106,Dynamic Systems,2025-05-11,Brian Chen,Manager,Qualification call - Manager confirmed limited customization is priority. They're looking at Endframe and YaoNet. Our scalability resonated well. Next steps: proof of concept.,neutral,4. Negotiation,new business
ACCT-106-new business-2025,ACCT-106,Dynamic Systems,2025-05-10,Brian Chen,Manager,"Discovery session with Manager and team. Key pain points: manual reporting, difficult onboarding. They're evaluating Pied Piper. Our real-time analytics addresses their needs. Timeline: 3-6 months.",neutral,4. Negotiation,new business
ACCT-106-new business-2025,ACCT-106,Dynamic Systems,2025-06-17,Brian Chen,Director,Evaluation call - Director wants to see mobile app in action. They're also looking at YaoNet. Pricing feedback: within budget. Next: pricing discussion.,negative,4. Negotiation,new business
ACCT-107-new business-2025,ACCT-107,Central Group,2025-06-06,Donna Moriarty,Director,Initial outreach to Director at Central Group. They're currently using Endframe but experiencing poor user adoption. Showed interest in our API integration capabilities.,negative,5. Closed Lost,new business
ACCT-107-new business-2025,ACCT-107,Central Group,2025-06-06,Donna Moriarty,Individual Contributor,Discovery call with Individual Contributor. Deep dive into lack of real-time insights. They need enterprise security and SSO integration. Current solution: Pied Piper. Timeline: within 60 days. Budget: $10K-$25K.,negative,5. Closed Lost,new business
ACCT-108-new business-2025,ACCT-108,Advanced Solutions,2025-05-01,Brian Chen,VP,Intro call with VP. They're looking to solve compliance requirements. Budget seems to be around $250K-$500K. Competition includes Endframe.,neutral,3. Evaluation,new business
ACCT-108-new business-2025,ACCT-108,Advanced Solutions,2025-05-07,Brian Chen,Individual Contributor,Qualification call - Individual Contributor confirmed compliance requirements is priority. They're looking at YaoNet and Pied Piper. Our scalability resonated well. Next steps: contract review.,neutral,3. Evaluation,new business
ACCT-108-new business-2025,ACCT-108,Advanced Solutions,2025-05-14,Brian Chen,Director,Discovery call with Director. Deep dive into cost overruns. They need automated workflows and custom branding. Current solution: SeeFood. Timeline: Q4 2025. Budget: $100K-$250K.,negative,3. Evaluation,new business
ACCT-108-new business-2025,ACCT-108,Advanced Solutions,2025-07-08,Brian Chen,Director,Product demo for Director. They loved our cloud deployment and ease of use. Some concerns about security requirements. Competition: Endframe. Timeline: 3-6 months.,positive,3. Evaluation,new business
ACCT-108-new business-2025,ACCT-108,Advanced Solutions,2025-06-21,Brian Chen,Manager,Product demo for Manager. They loved our custom dashboards and rapid deployment. Some concerns about implementation timeline. Competition: SeeFood. Timeline: Q4 2025.,negative,3. Evaluation,new business
ACCT-109-new business-2025,ACCT-109,Pacific LLC,2025-03-17,Tina Patel,Director,Intro call with Director. They're looking to solve compliance requirements. Budget seems to be around $25K-$50K. Competition includes Pied Piper.,negative,2. Discovery,new business
ACCT-109-new business-2025,ACCT-109,Pacific LLC,2025-03-16,Tina Patel,Individual Contributor,Discovery call with Individual Contributor. Deep dive into manual reporting. They need data visualization and multi-language support. Current solution: Endframe. Timeline: 3-6 months. Budget: $10K-$25K.,negative,2. Discovery,new business
ACCT-110-new business-2025,ACCT-110,Tech LLC,2025-04-20,Tina Patel,Manager,Initial outreach to Manager at Tech LLC. They're currently using Endframe but experiencing data silos. Showed interest in our data visualization capabilities.,negative,3. Evaluation,new business
ACCT-110-new business-2025,ACCT-110,Tech LLC,2025-04-21,Tina Patel,Manager,Qualification call - Manager confirmed integration challenges is priority. They're looking at SeeFood and Pied Piper. Our security focus resonated well. Next steps: pricing discussion.,neutral,3. Evaluation,new business
ACCT-110-new business-2025,ACCT-110,Tech LLC,2025-04-25,Tina Patel,Director,Qualification call - Director confirmed compliance requirements is priority. They're looking at YaoNet and YaoNet. Our rapid deployment resonated well. Next steps: reference calls.,negative,3. Evaluation,new business
ACCT-110-new business-2025,ACCT-110,Tech LLC,2025-05-23,Tina Patel,Manager,Technical deep dive with Manager. They're impressed with our custom dashboards and webhook support. Concerns about security requirements. Comparing us to Endframe. Timeline: within 60 days.,negative,3. Evaluation,new business
ACCT-110-new business-2025,ACCT-110,Tech LLC,2025-06-11,Tina Patel,Director,Technical deep dive with Director. They're impressed with our mobile app and custom branding. Concerns about integration complexity. Comparing us to Pied Piper. Timeline: immediate.,neutral,3. Evaluation,new business
ACCT-110-new business-2025,ACCT-110,Tech LLC,2025-06-14,Tina Patel,Manager,Product demo for Manager. They loved our cloud deployment and rapid deployment. Some concerns about implementation timeline. Competition: YaoNet. Timeline: Q4 2025.,negative,3. Evaluation,new business
ACCT-111-new business-2025,ACCT-111,Golden Inc,2025-07-27,Carlos Rivera,Manager,First conversation with Manager. They mentioned performance bottlenecks as their biggest challenge. Currently evaluating Pied Piper and YaoNet. Timeline: next quarter.,negative,2. Discovery,new business
ACCT-111-new business-2025,ACCT-111,Golden Inc,2025-08-01,Carlos Rivera,Manager,Discovery call with Manager. Deep dive into poor user adoption. They need advanced reporting and multi-language support. Current solution: YaoNet. Timeline: within 60 days. Budget: $250K-$500K.,negative,2. Discovery,new business
ACCT-112-new business-2025,ACCT-112,North Corp,2025-05-01,Carlos Rivera,Director,Initial outreach to Director at North Corp. They're currently using YaoNet but experiencing compliance requirements. Showed interest in our automated workflows capabilities.,neutral,2. Discovery,new business
ACCT-112-new business-2025,ACCT-112,North Corp,2025-05-06,Carlos Rivera,Director,"Discovery session with Director and team. Key pain points: manual reporting, version control issues. They're evaluating SeeFood. Our cloud deployment addresses their needs. Timeline: Q2 2025.",neutral,2. Discovery,new business
ACCT-112-new business-2025,ACCT-112,North Corp,2025-05-11,Carlos Rivera,Manager,"Discovery session with Manager and team. Key pain points: performance bottlenecks, inadequate support. They're evaluating Endframe. Our enterprise security addresses their needs. Timeline: Q1 2025.",neutral,2. Discovery,new business
ACCT-113-new business-2024,ACCT-113,Continental Systems,2024-10-16,Carlos Rivera,Director,Intro call with Director. They're looking to solve data silos. Budget seems to be around $10K-$25K. Competition includes Endframe.,positive,5. Closed Won,new business
ACCT-113-new business-2024,ACCT-113,Continental Systems,2024-11-16,Carlos Rivera,Director,Contract signed with Director. They valued our rapid deployment over Endframe. Implementation starts next quarter.,positive,5. Closed Won,new business
ACCT-113-renewal-2025,ACCT-113,Continental Systems,2025-09-15,Sarah Brown,Manager,Initial outreach to Manager at Continental Systems. They're currently using YaoNet but experiencing cost overruns. Showed interest in our real-time analytics capabilities.,positive,2. Discovery,renewal
ACCT-114-new business-2025,ACCT-114,Global Partners,2025-05-23,Tina Patel,Director,Initial outreach to Director at Global Partners. They're currently using Endframe but experiencing cost overruns. Showed interest in our mobile app capabilities.,negative,5. Closed Lost,new business
ACCT-115-new business-2025,ACCT-115,Dynamic Solutions,2025-05-18,Samantha Lee,Manager,First conversation with Manager. They mentioned lack of real-time insights as their biggest challenge. Currently evaluating Pied Piper and YaoNet. Timeline: 3-6 months.,negative,3. Evaluation,new business
ACCT-115-new business-2025,ACCT-115,Dynamic Solutions,2025-05-18,Samantha Lee,Individual Contributor,"Discovery session with Individual Contributor and team. Key pain points: compliance requirements, limited analytics. They're evaluating YaoNet. Our API integration addresses their needs. Timeline: Q1 2025.",positive,3. Evaluation,new business
ACCT-115-new business-2025,ACCT-115,Dynamic Solutions,2025-05-20,Samantha Lee,Manager,Discovery call with Manager. Deep dive into lack of real-time insights. They need advanced reporting and audit logging. Current solution: Pied Piper. Timeline: within 30 days. Budget: $50K-$100K.,negative,3. Evaluation,new business
ACCT-115-new business-2025,ACCT-115,Dynamic Solutions,2025-05-19,Samantha Lee,Individual Contributor,Product demo for Individual Contributor. They loved our multi-tenant architecture and excellent support. Some concerns about integration complexity. Competition: Pied Piper. Timeline: Q1 2025.,positive,3. Evaluation,new business
ACCT-115-new business-2025,ACCT-115,Dynamic Solutions,2025-06-11,Samantha Lee,Director,Evaluation call - Director wants to see enterprise security in action. They're also looking at YaoNet. Pricing feedback: reasonable for features. Next: contract review.,negative,3. Evaluation,new business
ACCT-115-new business-2025,ACCT-115,Dynamic Solutions,2025-05-23,Samantha Lee,Manager,Technical deep dive with Manager. They're impressed with our custom dashboards and backup and recovery. Concerns about vendor lock-in. Comparing us to SeeFood. Timeline: within 30 days.,negative,3. Evaluation,new business
ACCT-116-new business-2025,ACCT-116,Bright LLC,2025-02-09,Jake Morgan,Director,First conversation with Director. They mentioned security concerns as their biggest challenge. Currently evaluating SeeFood and Pied Piper. Timeline: end of year.,negative,5. Closed Lost,new business
ACCT-116-new business-2025,ACCT-116,Bright LLC,2025-02-21,Jake Morgan,Individual Contributor,Discovery call with Individual Contributor. Deep dive into compliance requirements. They need automated workflows and SSO integration. Current solution: Pied Piper. Timeline: Q2 2025. Budget: $50K-$100K.,negative,5. Closed Lost,new business
ACCT-117-new business-2025,ACCT-117,Pacific Co,2025-05-03,Brian Chen,Director,First conversation with Director. They mentioned lack of real-time insights as their biggest challenge. Currently evaluating YaoNet and Endframe. Timeline: Q2 2025.,negative,5. Closed Lost,new business
ACCT-118-new business-2024,ACCT-118,Golden Co,2024-12-15,Brian Chen,Director,First conversation with Director. They mentioned data silos as their biggest challenge. Currently evaluating SeeFood and Endframe. Timeline: next quarter.,neutral,3. Evaluation,new business
ACCT-118-new business-2024,ACCT-118,Golden Co,2024-12-14,Brian Chen,Director,"Discovery session with Director and team. Key pain points: performance bottlenecks, deployment challenges. They're evaluating Pied Piper. Our real-time analytics addresses their needs. Timeline: Q3 2025.",neutral,3. Evaluation,new business
ACCT-118-new business-2024,ACCT-118,Golden Co,2024-12-20,Brian Chen,VP,"Discovery session with VP and team. Key pain points: manual reporting, version control issues. They're evaluating Endframe. Our data visualization addresses their needs. Timeline: within 30 days.",negative,3. Evaluation,new business
ACCT-118-new business-2024,ACCT-118,Golden Co,2025-01-20,Brian Chen,Manager,Technical deep dive with Manager. They're impressed with our custom dashboards and backup and recovery. Concerns about integration complexity. Comparing us to Pied Piper. Timeline: immediate.,neutral,3. Evaluation,new business
ACCT-119-new business-2025,ACCT-119,Quick Corp,2025-07-12,Jake Morgan,Manager,First conversation with Manager. They mentioned cost overruns as their biggest challenge. Currently evaluating Endframe and Endframe. Timeline: next quarter.,negative,5. Closed Lost,new business
ACCT-120-new business-2024,ACCT-120,Sharp Partners,2024-10-04,Donna Moriarty,Director,Intro call with Director. They're looking to solve performance bottlenecks. Budget seems to be around $500K+. Competition includes Pied Piper.,negative,5. Closed Lost,new business
ACCT-120-new business-2024,ACCT-120,Sharp Partners,2024-10-08,Donna Moriarty,Director,"Discovery session with Director and team. Key pain points: data silos, difficult onboarding. They're evaluating YaoNet. Our advanced reporting addresses their needs. Timeline: next quarter.",negative,5. Closed Lost,new business
ACCT-121-new business-2025,ACCT-121,Dynamic Group,2025-05-27,Tina Patel,Director,First conversation with Director. They mentioned security concerns as their biggest challenge. Currently evaluating YaoNet and YaoNet. Timeline: Q4 2025.,negative,4. Negotiation,new business
ACCT-121-new business-2025,ACCT-121,Dynamic Group,2025-05-30,Tina Patel,Manager,Discovery call with Manager. Deep dive into manual reporting. They need custom dashboards and multi-language support. Current solution: Endframe. Timeline: Q3 2025. Budget: $50K-$100K.,negative,4. Negotiation,new business
ACCT-121-new business-2025,ACCT-121,Dynamic Group,2025-06-04,Tina Patel,Manager,Qualification call - Manager confirmed performance bottlenecks is priority. They're looking at Pied Piper and Endframe. Our scalability resonated well. Next steps: security review.,negative,4. Negotiation,new business
ACCT-122-new business-2024,ACCT-122,Smart Technologies,2024-10-05,Samantha Lee,Manager,Initial outreach to Manager at Smart Technologies. They're currently using Pied Piper but experiencing performance bottlenecks. Showed interest in our cloud deployment capabilities.,negative,5. Closed Lost,new business
ACCT-123-new business-2025,ACCT-123,Red Group,2025-01-12,Carlos Rivera,Director,Intro call with Director. They're looking to solve poor user adoption. Budget seems to be around $100K-$250K. Competition includes Pied Piper.,neutral,2. Discovery,new business
ACCT-123-new business-2025,ACCT-123,Red Group,2025-01-18,Carlos Rivera,Director,Qualification call - Director confirmed data silos is priority. They're looking at Pied Piper and SeeFood. Our rapid deployment resonated well. Next steps: executive presentation.,neutral,2. Discovery,new business
ACCT-124-new business-2025,ACCT-124,Worldwide Solutions,2025-02-04,Tina Patel,Manager,First conversation with Manager. They mentioned scalability issues as their biggest challenge. Currently evaluating Pied Piper and Pied Piper. Timeline: Q1 2025.,neutral,2. Discovery,new business
ACCT-124-new business-2025,ACCT-124,Worldwide Solutions,2025-02-09,Tina Patel,Manager,Qualification call - Manager confirmed manual reporting is priority. They're looking at YaoNet and Endframe. Our superior performance resonated well. Next steps: contract review.,neutral,2. Discovery,new business
ACCT-124-new business-2025,ACCT-124,Worldwide Solutions,2025-02-19,Tina Patel,Director,Qualification call - Director confirmed compliance requirements is priority. They're looking at Pied Piper and Pied Piper. Our security focus resonated well. Next steps: reference calls.,negative,2. Discovery,new business
ACCT-125-new business-2024,ACCT-125,West Ltd,2024-09-06,Brian Chen,VP,Initial outreach to VP at West Ltd. They're currently using YaoNet but experiencing scalability issues. Showed interest in our data visualization capabilities.,negative,3. Evaluation,new business
ACCT-125-new business-2024,ACCT-125,West Ltd,2024-09-10,Brian Chen,Manager,Qualification call - Manager confirmed security concerns is priority. They're looking at Endframe and YaoNet. Our better pricing resonated well. Next steps: contract review.,negative,3. Evaluation,new business
ACCT-125-new business-2024,ACCT-125,West Ltd,2024-09-19,Brian Chen,Individual Contributor,Qualification call - Individual Contributor confirmed manual reporting is priority. They're looking at SeeFood and SeeFood. Our excellent support resonated well. Next steps: proof of concept.,negative,3. Evaluation,new business
ACCT-125-new business-2024,ACCT-125,West Ltd,2024-11-29,Brian Chen,VP,Technical deep dive with VP. They're impressed with our mobile app and performance monitoring. Concerns about security requirements. Comparing us to Endframe. Timeline: Q2 2025.,negative,3. Evaluation,new business
ACCT-125-new business-2024,ACCT-125,West Ltd,2024-11-24,Brian Chen,Director,Product demo for Director. They loved our mobile app and scalability. Some concerns about implementation timeline. Competition: Endframe. Timeline: Q3 2025.,negative,3. Evaluation,new business
ACCT-126-new business-2025,ACCT-126,Strategic LLC,2025-01-20,Brian Chen,Manager,Intro call with Manager. They're looking to solve data silos. Budget seems to be around $500K+. Competition includes SeeFood.,neutral,2. Discovery,new business
ACCT-126-new business-2025,ACCT-126,Strategic LLC,2025-02-01,Brian Chen,Director,Discovery call with Director. Deep dive into compliance requirements. They need API integration and performance monitoring. Current solution: YaoNet. Timeline: Q1 2025. Budget: $50K-$100K.,negative,2. Discovery,new business
ACCT-127-new business-2024,ACCT-127,West Technologies,2024-08-18,Samantha Lee,Individual Contributor,Intro call with Individual Contributor. They're looking to solve poor user adoption. Budget seems to be around $25K-$50K. Competition includes Endframe.,positive,5. Closed Won,new business
ACCT-127-new business-2024,ACCT-127,West Technologies,2024-08-26,Samantha Lee,Individual Contributor,Qualification call - Individual Contributor confirmed data silos is priority. They're looking at YaoNet and SeeFood. Our excellent support resonated well. Next steps: security review.,positive,5. Closed Won,new business
ACCT-127-new business-2024,ACCT-127,West Technologies,2024-08-21,Samantha Lee,Manager,Contract signed with Manager. They valued our rapid deployment over Endframe. Implementation starts end of year.,positive,5. Closed Won,new business
ACCT-127-upsell-2024,ACCT-127,West Technologies,2024-11-14,David Lee,Individual Contributor,Intro call with Individual Contributor. They're looking to solve security concerns. Budget seems to be around $50K-$100K. Competition includes YaoNet.,negative,3. Evaluation,upsell
ACCT-127-upsell-2024,ACCT-127,West Technologies,2024-11-23,David Lee,Manager,Qualification call - Manager confirmed security concerns is priority. They're looking at YaoNet and YaoNet. Our rapid deployment resonated well. Next steps: contract review.,negative,3. Evaluation,upsell
ACCT-127-upsell-2024,ACCT-127,West Technologies,2024-11-15,David Lee,Individual Contributor,Discovery call with Individual Contributor. Deep dive into cost overruns. They need automated workflows and multi-language support. Current solution: Pied Piper. Timeline: Q4 2025. Budget: $500K+.,negative,3. Evaluation,upsell
ACCT-127-upsell-2024,ACCT-127,West Technologies,2024-11-25,David Lee,Manager,Product demo for Manager. They loved our real-time analytics and ease of use. Some concerns about feature gaps. Competition: SeeFood. Timeline: Q4 2025.,negative,3. Evaluation,upsell
ACCT-127-renewal-2025,ACCT-127,West Technologies,2025-06-21,David Lee,Individual Contributor,Intro call with Individual Contributor. They're looking to solve integration challenges. Budget seems to be around $25K-$50K. Competition includes Pied Piper.,negative,2. Discovery,renewal
ACCT-127-renewal-2025,ACCT-127,West Technologies,2025-07-03,David Lee,Individual Contributor,Qualification call - Individual Contributor confirmed integration challenges is priority. They're looking at YaoNet and Endframe. Our scalability resonated well. Next steps: proof of concept.,negative,2. Discovery,renewal
ACCT-127-renewal-2025,ACCT-127,West Technologies,2025-07-04,David Lee,Manager,Qualification call - Manager confirmed manual reporting is priority. They're looking at YaoNet and Endframe. Our superior performance resonated well. Next steps: executive presentation.,positive,2. Discovery,renewal
ACCT-128-new business-2024,ACCT-128,West Co,2024-12-03,Brian Chen,Director,Intro call with Director. They're looking to solve security concerns. Budget seems to be around $25K-$50K. Competition includes Endframe.,negative,5. Closed Lost,new business
ACCT-128-new business-2024,ACCT-128,West Co,2024-12-14,Brian Chen,VP,"Discovery session with VP and team. Key pain points: limited customization, inadequate support. They're evaluating Endframe. Our mobile app addresses their needs. Timeline: Q1 2025.",negative,5. Closed Lost,new business
ACCT-129-new business-2024,ACCT-129,Golden Corp,2024-09-27,Tina Patel,Director,Initial outreach to Director at Golden Corp. They're currently using Endframe but experiencing data silos. Showed interest in our custom dashboards capabilities.,negative,5. Closed Lost,new business
ACCT-129-new business-2024,ACCT-129,Golden Corp,2024-09-22,Tina Patel,Individual Contributor,Qualification call - Individual Contributor confirmed poor user adoption is priority. They're looking at Pied Piper and Pied Piper. Our security focus resonated well. Next steps: executive presentation.,negative,5. Closed Lost,new business
ACCT-130-new business-2025,ACCT-130,International Ltd,2025-05-18,Carlos Rivera,Manager,First conversation with Manager. They mentioned limited customization as their biggest challenge. Currently evaluating Endframe and Pied Piper. Timeline: next quarter.,neutral,1. Preopp,new business
ACCT-131-new business-2025,ACCT-131,Data LLC,2025-02-03,Tina Patel,Manager,Initial outreach to Manager at Data LLC. They're currently using Pied Piper but experiencing security concerns. Showed interest in our API integration capabilities.,negative,3. Evaluation,new business
ACCT-131-new business-2025,ACCT-131,Data LLC,2025-02-15,Tina Patel,Director,"Discovery session with Director and team. Key pain points: compliance requirements, version control issues. They're evaluating Endframe. Our mobile app addresses their needs. Timeline: Q2 2025.",negative,3. Evaluation,new business
ACCT-131-new business-2025,ACCT-131,Data LLC,2025-02-06,Tina Patel,Individual Contributor,Discovery call with Individual Contributor. Deep dive into data silos. They need multi-tenant architecture and backup and recovery. Current solution: YaoNet. Timeline: Q2 2025. Budget: $500K+.,negative,3. Evaluation,new business
ACCT-132-new business-2025,ACCT-132,Blue LLC,2025-07-17,Brian Chen,Director,First conversation with Director. They mentioned integration challenges as their biggest challenge. Currently evaluating Pied Piper and Endframe. Timeline: within 30 days.,negative,5. Closed Lost,new business
ACCT-133-new business-2024,ACCT-133,North Inc,2024-12-27,Tina Patel,Individual Contributor,First conversation with Individual Contributor. They mentioned limited customization as their biggest challenge. Currently evaluating Endframe and Pied Piper. Timeline: immediate.,negative,5. Closed Lost,new business
ACCT-133-new business-2024,ACCT-133,North Inc,2025-01-06,Tina Patel,Director,Discovery call with Director. Deep dive into manual reporting. They need data visualization and multi-language support. Current solution: Pied Piper. Timeline: Q4 2025. Budget: $250K-$500K.,negative,5. Closed Lost,new business
ACCT-134-new business-2025,ACCT-134,Central LLC,2025-05-16,Carlos Rivera,Director,Intro call with Director. They're looking to solve poor user adoption. Budget seems to be around $500K+. Competition includes YaoNet.,negative,5. Closed Lost,new business
ACCT-134-new business-2025,ACCT-134,Central LLC,2025-05-15,Carlos Rivera,Director,Discovery call with Director. Deep dive into manual reporting. They need advanced reporting and custom branding. Current solution: Pied Piper. Timeline: Q1 2025. Budget: $500K+.,negative,5. Closed Lost,new business
ACCT-135-new business-2025,ACCT-135,Red Solutions,2025-01-31,Carlos Rivera,Director,Initial outreach to Director at Red Solutions. They're currently using SeeFood but experiencing lack of real-time insights. Showed interest in our AI-powered insights capabilities.,negative,2. Discovery,new business
