account_id,account_name,account_country,account_city,region,industry,annual_revenue,number_of_employees,account_type,is_sales_working_account,account_owner_name,revenue_segment,ARR,has_active_contract,first_contract_start_date,last_contract_end_date,contracted_seats,account_source
ACCT-993,Quick Group,United States,Seattle,West,Real Estate,8940001,2197,prospect,False,,midmarket,0,False,,,0,
ACCT-994,Central Systems,United States,Seattle,West,Technology,1664254,3077,prospect,False,,midmarket,0,False,,,0,
ACCT-995,Continental Co,United States,Los Angeles,West,Non-profit,7152746,4298,prospect,False,,midmarket,0,False,,,0,
ACCT-996,Continental Partners,Sweden,Malmo,International,Financial Services,1715977,567,prospect,False,,midmarket,0,False,,,0,
ACCT-997,West Ltd,United States,San Francisco,West,Technology,494077,21,prospect,False,,SMB,0,False,,,0,
ACCT-998,Quick Solutions,Sweden,Uppsala,International,Retail,8859936,4483,prospect,False,,midmarket,0,False,,,0,
ACCT-999,International Systems,United States,New York,East,Technology,63277039,33384,prospect,False,,enterprise,0,False,,,0,
ACCT-1000,Advanced Solutions,United States,Portland,West,Insurance,8989636,1036,prospect,False,,midmarket,0,False,,,0,
ACCT-1001,Dynamic Systems,United States,New York,East,Financial Services,52974720,42237,prospect,False,,enterprise,0,False,,,0,
ACCT-1002,Data Partners,United States,Seattle,West,Transportation,73539966,18986,prospect,False,,enterprise,0,False,,,0,
ACCT-1003,Data Ltd,Germany,Hamburg,International,Technology,21219432,14288,prospect,False,,enterprise,0,False,,,0,
ACCT-1004,Cloud Co,United States,Portland,West,Real Estate,80434503,19031,prospect,False,,enterprise,0,False,,,0,
ACCT-1005,South Co,United States,New York,East,Government,5981239,1447,prospect,False,,midmarket,0,False,,,0,
ACCT-1006,Advanced Group,France,Lyon,International,Media,68624154,28245,prospect,False,,enterprise,0,False,,,0,
ACCT-1007,Worldwide Partners,United States,Seattle,West,Media,2305413,4838,prospect,False,,midmarket,0,False,,,0,
ACCT-1008,Fast LLC,United States,Los Angeles,West,Legal,52481963,5929,prospect,False,,enterprise,0,False,,,0,
ACCT-1009,Smart Systems,France,Paris,International,Media,45272780,39124,prospect,False,,enterprise,0,False,,,0,
ACCT-1010,West Inc,Germany,Frankfurt,International,Manufacturing,87628449,11386,prospect,False,,enterprise,0,False,,,0,
ACCT-1011,Data Ltd,United States,Seattle,West,Education,90657252,29743,prospect,False,,enterprise,0,False,,,0,
ACCT-1012,Advanced Group,United States,New York,East,Education,59694974,28841,prospect,False,,enterprise,0,False,,,0,
ACCT-1013,Tech Co,France,Toulouse,International,Education,71202946,32135,prospect,False,,enterprise,0,False,,,0,
ACCT-1014,Silver Group,United States,San Francisco,West,Financial Services,25217605,16522,prospect,False,,enterprise,0,False,,,0,
ACCT-1015,Golden Solutions,United States,San Francisco,West,Technology,5781975,3683,prospect,False,,midmarket,0,False,,,0,
ACCT-1016,North Co,United States,Los Angeles,West,Non-profit,191876,14,prospect,False,,SMB,0,False,,,0,
ACCT-1017,Cloud Inc,United States,San Francisco,West,Financial Services,83112925,11534,prospect,False,,enterprise,0,False,,,0,
ACCT-1018,North Systems,United States,San Francisco,West,Retail,38436861,19606,prospect,False,,enterprise,0,False,,,0,
ACCT-1019,Central Systems,United States,Seattle,West,Energy,57058571,35405,prospect,False,,enterprise,0,False,,,0,
ACCT-1020,Silver Solutions,United States,New York,East,Technology,5437558,2618,prospect,False,,midmarket,0,False,,,0,
ACCT-1021,Atlantic Solutions,United States,Seattle,West,Non-profit,127521,20,prospect,False,,SMB,0,False,,,0,
ACCT-1022,Pacific Group,France,Marseille,International,Technology,8214533,2081,prospect,False,,midmarket,0,False,,,0,
ACCT-1023,Sharp Solutions,United States,Boston,East,Transportation,87558199,33121,prospect,False,,enterprise,0,False,,,0,
ACCT-1024,Smart Solutions,United Kingdom,Leeds,International,Financial Services,2670640,1134,prospect,False,,midmarket,0,False,,,0,
ACCT-1025,Clear Corp,United States,San Francisco,West,Energy,44927495,41235,prospect,False,,enterprise,0,False,,,0,
ACCT-1026,Global Group,United States,New York,East,Financial Services,89629793,15030,prospect,False,,enterprise,0,False,,,0,
ACCT-1027,Tech Partners,United States,Los Angeles,West,Technology,3190232,3816,prospect,False,,midmarket,0,False,,,0,
ACCT-1028,North Group,United States,Boston,East,Technology,5114686,3197,prospect,False,,midmarket,0,False,,,0,
ACCT-1029,Central Co,United States,Portland,West,Non-profit,95682794,42968,prospect,False,,enterprise,0,False,,,0,
ACCT-1030,Continental Corp,United States,"Washington, D.C.",East,Technology,5395541,1579,prospect,False,,midmarket,0,False,,,0,
ACCT-1031,Cloud Corp,United States,San Francisco,West,Transportation,9238233,279,prospect,False,,midmarket,0,False,,,0,
ACCT-1032,Silver Corp,United States,San Francisco,West,Technology,6261082,3793,prospect,False,,midmarket,0,False,,,0,
ACCT-1033,Pacific LLC,United States,New York,East,Technology,1527651,1060,prospect,False,,midmarket,0,False,,,0,
ACCT-1034,Blue Group,United States,San Francisco,West,Financial Services,5269818,1096,prospect,False,,midmarket,0,False,,,0,
ACCT-1035,Advanced Partners,United States,New York,East,Financial Services,7121849,1040,prospect,False,,midmarket,0,False,,,0,
ACCT-1036,International Ltd,United States,New York,East,Technology,26989313,22536,prospect,False,,enterprise,0,False,,,0,
ACCT-1037,Dynamic Systems,United States,New York,East,Education,72685550,37492,prospect,False,,enterprise,0,False,,,0,
ACCT-1038,Silver Technologies,Germany,Berlin,International,Technology,47726289,30744,prospect,False,,enterprise,0,False,,,0,
ACCT-1039,Digital Partners,United States,San Francisco,West,Technology,9184459,3650,prospect,False,,midmarket,0,False,,,0,
ACCT-1040,International Systems,United States,San Francisco,West,Transportation,7426442,3616,prospect,False,,midmarket,0,False,,,0,
ACCT-1041,Advanced Partners,United States,Los Angeles,West,Transportation,1566398,4289,prospect,False,,midmarket,0,False,,,0,
ACCT-1042,Dynamic Partners,United States,San Francisco,West,Government,81202261,28085,prospect,False,,enterprise,0,False,,,0,
ACCT-1043,Red Inc,United States,Philadelphia,East,Financial Services,5115755,695,prospect,False,,midmarket,0,False,,,0,
ACCT-1044,Advanced Group,United States,San Francisco,West,Technology,1182888,2794,prospect,False,,midmarket,0,False,,,0,
ACCT-1045,Advanced Systems,United States,Portland,West,Technology,397391,78,prospect,False,,SMB,0,False,,,0,
ACCT-1046,Advanced Technologies,United States,Boston,East,Real Estate,20042733,42614,prospect,False,,enterprise,0,False,,,0,
ACCT-1047,International Solutions,United States,San Francisco,West,Transportation,1833152,4146,prospect,False,,midmarket,0,False,,,0,
ACCT-1048,Bright Inc,Sweden,Stockholm,International,Technology,7423283,2036,prospect,False,,midmarket,0,False,,,0,
ACCT-1049,Quick Inc,United States,Boston,East,Energy,71977968,23636,prospect,False,,enterprise,0,False,,,0,
ACCT-1050,Smart Solutions,United States,Boston,East,Financial Services,1273003,668,prospect,False,,midmarket,0,False,,,0,
ACCT-1051,Bright Corp,Sweden,Stockholm,International,Technology,2338271,4658,prospect,False,,midmarket,0,False,,,0,
ACCT-1052,Central Group,United States,Seattle,West,Technology,76214520,47014,prospect,False,,enterprise,0,False,,,0,
ACCT-1053,Worldwide Corp,Germany,Berlin,International,Technology,28620619,11890,prospect,False,,enterprise,0,False,,,0,
ACCT-1054,Blue Solutions,United States,New York,East,Real Estate,82149862,5323,prospect,False,,enterprise,0,False,,,0,
ACCT-1055,Worldwide Inc,United States,Philadelphia,East,Technology,20071990,22283,prospect,False,,enterprise,0,False,,,0,
ACCT-1056,Blue Partners,United States,San Francisco,West,Education,88309763,35192,prospect,False,,enterprise,0,False,,,0,
ACCT-1057,Digital LLC,United States,Seattle,West,Manufacturing,65471370,46740,prospect,False,,enterprise,0,False,,,0,
ACCT-1058,Golden Corp,United States,Seattle,West,Financial Services,5706707,2737,prospect,False,,midmarket,0,False,,,0,
ACCT-1059,Central Systems,United States,New York,East,Technology,685645,32,prospect,False,,SMB,0,False,,,0,
ACCT-1060,South Ltd,United States,Seattle,West,Financial Services,4626151,3935,prospect,False,,midmarket,0,False,,,0,
ACCT-1061,Atlantic Solutions,United States,New York,East,Technology,9852408,4310,prospect,False,,midmarket,0,False,,,0,
ACCT-1062,Continental Group,United States,Portland,West,Financial Services,9464296,965,prospect,False,,midmarket,0,False,,,0,
ACCT-1063,Worldwide LLC,United States,New York,East,Insurance,78915977,18305,prospect,False,,enterprise,0,False,,,0,
ACCT-1064,Central Solutions,United States,New York,East,Technology,2712355,1306,prospect,False,,midmarket,0,False,,,0,
ACCT-1065,Golden Corp,United States,Seattle,West,Government,1479597,4001,prospect,False,,midmarket,0,False,,,0,
ACCT-1066,South Technologies,United States,Portland,West,Non-profit,552432,28,prospect,False,,SMB,0,False,,,0,
ACCT-1067,Smart Solutions,United States,San Francisco,West,Technology,2641024,502,prospect,False,,midmarket,0,False,,,0,
ACCT-1068,North Solutions,United States,San Francisco,West,Technology,5629265,4438,prospect,False,,midmarket,0,False,,,0,
ACCT-1069,Fast Systems,United States,Seattle,West,Technology,2863660,1898,prospect,False,,midmarket,0,False,,,0,
ACCT-1070,Digital Inc,France,Paris,International,Financial Services,7787380,3310,prospect,False,,midmarket,0,False,,,0,
ACCT-1071,Red Corp,United States,Philadelphia,East,Education,3869392,1767,prospect,False,,midmarket,0,False,,,0,
ACCT-1072,Green Co,United States,Portland,West,Technology,8998677,2601,prospect,False,,midmarket,0,False,,,0,
ACCT-1073,Continental Ltd,United States,Philadelphia,East,Technology,8637262,1261,prospect,False,,midmarket,0,False,,,0,
ACCT-1074,Tech Systems,United States,Seattle,West,Insurance,32914336,49512,prospect,False,,enterprise,0,False,,,0,
ACCT-1075,Central Inc,United States,Los Angeles,West,Manufacturing,5152535,3971,prospect,False,,midmarket,0,False,,,0,
ACCT-1076,Digital Inc,France,Toulouse,International,Transportation,3806907,1300,prospect,False,,midmarket,0,False,,,0,
ACCT-1077,Central Corp,United States,Philadelphia,East,Healthcare,6885129,4570,prospect,False,,midmarket,0,False,,,0,
ACCT-1078,Dynamic Systems,United States,New York,East,Transportation,6599209,4342,prospect,False,,midmarket,0,False,,,0,
ACCT-1079,Central Partners,United States,Portland,West,Financial Services,29850853,31890,prospect,False,,enterprise,0,False,,,0,
ACCT-1080,Continental Ltd,United States,Seattle,West,Financial Services,8226291,3044,prospect,False,,midmarket,0,False,,,0,
ACCT-1081,Advanced Corp,United States,"Washington, D.C.",East,Manufacturing,94139980,49485,prospect,False,,enterprise,0,False,,,0,
ACCT-1082,Sharp Systems,Germany,Berlin,International,Non-profit,6556541,3303,prospect,False,,midmarket,0,False,,,0,
ACCT-1083,Quick Solutions,Sweden,Stockholm,International,Financial Services,92190565,13058,prospect,False,,enterprise,0,False,,,0,
ACCT-1084,Silver Systems,United States,San Francisco,West,Healthcare,108739,64,prospect,False,,SMB,0,False,,,0,
ACCT-1085,Worldwide LLC,United States,Seattle,West,Legal,3728089,2587,prospect,False,,midmarket,0,False,,,0,
ACCT-1086,Bright Co,United States,New York,East,Financial Services,3070908,535,prospect,False,,midmarket,0,False,,,0,
ACCT-1087,Bright Co,United States,New York,East,Transportation,244408,45,prospect,False,,SMB,0,False,,,0,
ACCT-1088,International Co,United States,San Francisco,West,Legal,2442898,2317,prospect,False,,midmarket,0,False,,,0,
ACCT-1089,Smart Ltd,United States,Los Angeles,West,Technology,471858,32,prospect,False,,SMB,0,False,,,0,
ACCT-1090,Pacific Solutions,United States,Los Angeles,West,Technology,6067099,4990,prospect,False,,midmarket,0,False,,,0,
ACCT-1091,Strategic LLC,United States,San Francisco,West,Technology,4347166,2148,prospect,False,,midmarket,0,False,,,0,
ACCT-1092,Smart Solutions,United States,Portland,West,Technology,8736886,4571,prospect,False,,midmarket,0,False,,,0,
ACCT-1093,Global Solutions,United States,Los Angeles,West,Technology,6255638,4227,prospect,False,,midmarket,0,False,,,0,
ACCT-1094,Worldwide Group,United States,San Francisco,West,Financial Services,1464274,4678,prospect,False,,midmarket,0,False,,,0,
ACCT-1095,Tech Solutions,United States,New York,East,Non-profit,87889556,38567,prospect,False,,enterprise,0,False,,,0,
ACCT-1096,Green LLC,United States,Los Angeles,West,Government,986159,51,prospect,False,,SMB,0,False,,,0,
ACCT-1097,Smart Solutions,United States,San Francisco,West,Consulting,1911778,793,prospect,False,,midmarket,0,False,,,0,
ACCT-1098,Data Co,France,Paris,International,Technology,9077690,2814,prospect,False,,midmarket,0,False,,,0,
ACCT-1099,Continental Inc,United States,Boston,East,Financial Services,37523284,38833,prospect,False,,enterprise,0,False,,,0,
ACCT-1100,Smart Technologies,United States,San Francisco,West,Technology,30773615,24719,prospect,False,,enterprise,0,False,,,0,
ACCT-1101,North Co,United States,Los Angeles,West,Media,4367185,1039,prospect,False,,midmarket,0,False,,,0,
ACCT-1102,Cloud Inc,United States,"Washington, D.C.",East,Financial Services,2738237,3980,prospect,False,,midmarket,0,False,,,0,
ACCT-1103,Tech Technologies,United States,Seattle,West,Technology,4087744,2024,prospect,False,,midmarket,0,False,,,0,
ACCT-1104,Atlantic Technologies,United States,Boston,East,Financial Services,26535158,33334,prospect,False,,enterprise,0,False,,,0,
ACCT-1105,Smart Inc,United States,Philadelphia,East,Retail,4361332,4000,prospect,False,,midmarket,0,False,,,0,
ACCT-1106,Bright Co,United States,New York,East,Manufacturing,5616776,3304,prospect,False,,midmarket,0,False,,,0,
ACCT-1107,Red Corp,United States,San Francisco,West,Technology,3015388,4722,prospect,False,,midmarket,0,False,,,0,
ACCT-1108,Red Inc,United States,Seattle,West,Retail,69657013,7793,prospect,False,,enterprise,0,False,,,0,
ACCT-1109,Worldwide Group,France,Marseille,International,Technology,58016078,37809,prospect,False,,enterprise,0,False,,,0,
ACCT-1110,Continental Technologies,United States,"Washington, D.C.",East,Financial Services,3927571,1340,prospect,False,,midmarket,0,False,,,0,
ACCT-1111,Green Partners,United States,San Francisco,West,Media,6082320,3327,prospect,False,,midmarket,0,False,,,0,
ACCT-1112,Cloud Systems,United States,San Francisco,West,Retail,9505716,4404,prospect,False,,midmarket,0,False,,,0,
ACCT-1113,Dynamic LLC,United States,San Francisco,West,Manufacturing,7774201,653,prospect,False,,midmarket,0,False,,,0,
ACCT-1114,Data Inc,United Kingdom,London,International,Technology,73943071,26211,prospect,False,,enterprise,0,False,,,0,
ACCT-1115,Central Ltd,Germany,Hamburg,International,Technology,33353610,30171,prospect,False,,enterprise,0,False,,,0,
ACCT-1116,Central Solutions,United Kingdom,London,International,Technology,69260945,29531,prospect,False,,enterprise,0,False,,,0,
ACCT-1117,Fast Inc,Sweden,Malmo,International,Healthcare,87011402,41468,prospect,False,,enterprise,0,False,,,0,
ACCT-1118,Advanced Ltd,United States,New York,East,Technology,3719411,3655,prospect,False,,midmarket,0,False,,,0,
ACCT-1119,Atlantic Technologies,United Kingdom,Manchester,International,Manufacturing,37318624,7178,prospect,False,,enterprise,0,False,,,0,
ACCT-1120,Pacific LLC,Sweden,Gothenburg,International,Financial Services,294305,88,prospect,False,,SMB,0,False,,,0,
ACCT-1121,West Technologies,United States,San Francisco,West,Financial Services,6907359,3020,prospect,False,,midmarket,0,False,,,0,
ACCT-1122,Fast Technologies,Germany,Munich,International,Manufacturing,86390345,10121,prospect,False,,enterprise,0,False,,,0,
ACCT-1123,Smart Technologies,United States,New York,East,Technology,6551912,284,prospect,False,,midmarket,0,False,,,0,
ACCT-1124,Innovative Co,Sweden,Malmo,International,Technology,48663966,9900,prospect,False,,enterprise,0,False,,,0,
ACCT-1125,Sharp Partners,United States,Boston,East,Manufacturing,1950399,4572,prospect,False,,midmarket,0,False,,,0,
ACCT-1126,East Corp,United States,Los Angeles,West,Insurance,14331840,27154,prospect,False,,enterprise,0,False,,,0,
ACCT-1127,Silver Co,United States,"Washington, D.C.",East,Technology,6529924,610,prospect,False,,midmarket,0,False,,,0,
ACCT-1128,Innovative Systems,United States,"Washington, D.C.",East,Non-profit,14746217,27665,prospect,False,,enterprise,0,False,,,0,
ACCT-1129,Cloud Solutions,United States,San Francisco,West,Technology,3172055,2316,prospect,False,,midmarket,0,False,,,0,
ACCT-1130,West Inc,United States,New York,East,Technology,9012674,2585,prospect,False,,midmarket,0,False,,,0,
ACCT-1131,Pacific Ltd,United States,New York,East,Consulting,81697212,44854,prospect,False,,enterprise,0,False,,,0,
ACCT-1132,Continental Solutions,United States,San Francisco,West,Financial Services,902875,49,prospect,False,,SMB,0,False,,,0,
ACCT-1133,East LLC,United States,San Francisco,West,Technology,7169127,2981,prospect,False,,midmarket,0,False,,,0,
ACCT-1134,Advanced Group,United States,Seattle,West,Technology,4810540,3483,prospect,False,,midmarket,0,False,,,0,
ACCT-1135,West Technologies,United States,Los Angeles,West,Technology,17634795,10020,prospect,False,,enterprise,0,False,,,0,
ACCT-1136,Data LLC,United States,Portland,West,Technology,5097740,2495,prospect,False,,midmarket,0,False,,,0,
ACCT-1137,Smart Partners,United States,San Francisco,West,Retail,670054,27,prospect,False,,SMB,0,False,,,0,
ACCT-1138,Bright Group,Germany,Munich,International,Technology,5910412,2100,prospect,False,,midmarket,0,False,,,0,
ACCT-1139,Clear Co,United States,San Francisco,West,Technology,7892648,4083,prospect,False,,midmarket,0,False,,,0,
ACCT-1140,Dynamic Corp,United States,New York,East,Insurance,4536127,1105,prospect,False,,midmarket,0,False,,,0,
ACCT-1141,Green LLC,United States,New York,East,Financial Services,25332850,6395,prospect,False,,enterprise,0,False,,,0,
ACCT-1142,Bright Inc,United States,Boston,East,Technology,18015488,23290,prospect,False,,enterprise,0,False,,,0,
ACCT-1143,Continental Partners,United States,Seattle,West,Healthcare,4765620,1785,prospect,False,,midmarket,0,False,,,0,
ACCT-1144,Red LLC,United States,San Francisco,West,Retail,900059,45,prospect,False,,SMB,0,False,,,0,
ACCT-1145,Worldwide Inc,Germany,Berlin,International,Transportation,4633007,324,prospect,False,,midmarket,0,False,,,0,
ACCT-1146,Blue Partners,United States,San Francisco,West,Real Estate,17666327,12157,prospect,False,,enterprise,0,False,,,0,
ACCT-1147,Sharp Solutions,Germany,Berlin,International,Insurance,8110771,4790,prospect,False,,midmarket,0,False,,,0,
ACCT-1148,West Partners,United States,Portland,West,Legal,4996784,1180,prospect,False,,midmarket,0,False,,,0,
ACCT-1149,Worldwide Inc,United States,Philadelphia,East,Technology,82853994,24387,prospect,False,,enterprise,0,False,,,0,
ACCT-1150,Blue Partners,United States,San Francisco,West,Healthcare,97648351,44845,prospect,False,,enterprise,0,False,,,0,
ACCT-1151,Tech Corp,United States,San Francisco,West,Transportation,69566993,35325,prospect,False,,enterprise,0,False,,,0,
ACCT-1152,Tech Systems,United States,New York,East,Healthcare,84706716,19276,prospect,False,,enterprise,0,False,,,0,
ACCT-1153,Silver Inc,United States,Seattle,West,Government,2074471,3708,prospect,False,,midmarket,0,False,,,0,
ACCT-1154,Global Co,United States,Portland,West,Energy,3927545,1303,prospect,False,,midmarket,0,False,,,0,
ACCT-1155,Continental Partners,United States,Seattle,West,Retail,9501337,3707,prospect,False,,midmarket,0,False,,,0,
ACCT-1156,Quick Group,United States,Philadelphia,East,Technology,44769739,21871,prospect,False,,enterprise,0,False,,,0,
ACCT-1157,Tech Group,United States,Seattle,West,Technology,631562,57,prospect,False,,SMB,0,False,,,0,
ACCT-1158,Digital Technologies,United States,New York,East,Financial Services,65830504,9678,prospect,False,,enterprise,0,False,,,0,
ACCT-1159,North Solutions,United Kingdom,London,International,Media,7847411,3169,prospect,False,,midmarket,0,False,,,0,
ACCT-1160,Bright Co,United States,Seattle,West,Technology,89353203,6673,prospect,False,,enterprise,0,False,,,0,
ACCT-1161,Digital Partners,United States,New York,East,Real Estate,88045796,27547,prospect,False,,enterprise,0,False,,,0,
ACCT-1162,Advanced Solutions,United Kingdom,Bristol,International,Healthcare,20528705,10066,prospect,False,,enterprise,0,False,,,0,
ACCT-1163,Worldwide Ltd,United States,Los Angeles,West,Manufacturing,82338977,12945,prospect,False,,enterprise,0,False,,,0,
ACCT-1164,Continental Technologies,United States,San Francisco,West,Retail,6317360,2305,prospect,False,,midmarket,0,False,,,0,
ACCT-1165,Advanced Partners,United States,New York,East,Technology,58582114,20131,prospect,False,,enterprise,0,False,,,0,
ACCT-1166,Golden Group,United States,Seattle,West,Technology,65019311,28716,prospect,False,,enterprise,0,False,,,0,
ACCT-1167,Cloud Group,United States,Seattle,West,Healthcare,4864628,3777,prospect,False,,midmarket,0,False,,,0,
ACCT-1168,Pacific Solutions,United States,Philadelphia,East,Insurance,42875817,31713,prospect,False,,enterprise,0,False,,,0,
ACCT-1169,South Partners,United States,San Francisco,West,Media,2979107,767,prospect,False,,midmarket,0,False,,,0,
ACCT-1170,Silver Solutions,United States,Seattle,West,Financial Services,36589097,16790,prospect,False,,enterprise,0,False,,,0,
ACCT-1171,International Systems,United States,New York,East,Technology,8882947,927,prospect,False,,midmarket,0,False,,,0,
ACCT-1172,Smart Inc,United Kingdom,London,International,Technology,9880342,3279,prospect,False,,midmarket,0,False,,,0,
ACCT-1173,International Solutions,United States,San Francisco,West,Financial Services,25975888,27073,prospect,False,,enterprise,0,False,,,0,
ACCT-1174,International Group,United States,San Francisco,West,Insurance,874633,46,prospect,False,,SMB,0,False,,,0,
ACCT-1175,Golden Solutions,United States,San Francisco,West,Financial Services,28066449,17022,prospect,False,,enterprise,0,False,,,0,
ACCT-1176,West Partners,Germany,Berlin,International,Government,7205454,3815,prospect,False,,midmarket,0,False,,,0,
ACCT-1177,Red Group,United States,San Francisco,West,Manufacturing,23005510,20221,prospect,False,,enterprise,0,False,,,0,
ACCT-1178,Strategic Systems,United States,San Francisco,West,Government,8158662,2436,prospect,False,,midmarket,0,False,,,0,
ACCT-1179,Blue Solutions,United States,Seattle,West,Technology,38277083,33215,prospect,False,,enterprise,0,False,,,0,
ACCT-1180,Clear Co,United States,San Francisco,West,Technology,2988957,2458,prospect,False,,midmarket,0,False,,,0,
ACCT-1181,Dynamic Systems,United States,Los Angeles,West,Technology,91358784,11954,prospect,False,,enterprise,0,False,,,0,
ACCT-1182,Worldwide Ltd,United States,Seattle,West,Technology,32662988,6792,prospect,False,,enterprise,0,False,,,0,
ACCT-1183,Fast Inc,France,Marseille,International,Technology,13459771,29218,prospect,False,,enterprise,0,False,,,0,
ACCT-1184,Advanced Co,France,Marseille,International,Financial Services,49586388,12183,prospect,False,,enterprise,0,False,,,0,
ACCT-1185,East Corp,United States,San Francisco,West,Technology,47373355,48824,prospect,False,,enterprise,0,False,,,0,
ACCT-1186,Digital Group,Germany,Berlin,International,Technology,6626024,2361,prospect,False,,midmarket,0,False,,,0,
ACCT-1187,Golden Technologies,United States,Seattle,West,Education,15148168,33401,prospect,False,,enterprise,0,False,,,0,
ACCT-1188,Digital Technologies,United States,Los Angeles,West,Retail,14783007,46582,prospect,False,,enterprise,0,False,,,0,
ACCT-1189,North Inc,United States,Boston,East,Government,4282937,2273,prospect,False,,midmarket,0,False,,,0,
ACCT-1190,Bright LLC,United States,Seattle,West,Financial Services,2488335,4329,prospect,False,,midmarket,0,False,,,0,
ACCT-1191,Continental Ltd,United States,New York,East,Financial Services,3988274,417,prospect,False,,midmarket,0,False,,,0,
ACCT-1192,Silver Co,United States,San Francisco,West,Technology,9899661,1575,prospect,False,,midmarket,0,False,,,0,
ACCT-1193,International Co,Germany,Hamburg,International,Financial Services,90241009,28404,prospect,False,,enterprise,0,False,,,0,
ACCT-1194,Sharp Systems,United States,New York,East,Legal,48556908,32498,prospect,False,,enterprise,0,False,,,0,
ACCT-1195,Golden Group,United States,New York,East,Technology,98665957,12440,prospect,False,,enterprise,0,False,,,0,
ACCT-1196,Green Solutions,United States,San Francisco,West,Financial Services,75655873,44390,prospect,False,,enterprise,0,False,,,0,
ACCT-1197,Silver Ltd,United States,New York,East,Technology,64895832,8984,prospect,False,,enterprise,0,False,,,0,
ACCT-1198,Sharp Group,United States,New York,East,Financial Services,7688732,2235,prospect,False,,midmarket,0,False,,,0,
ACCT-1199,Worldwide Inc,United States,Philadelphia,East,Healthcare,51407598,34336,prospect,False,,enterprise,0,False,,,0,
ACCT-1200,Silver Ltd,United States,Seattle,West,Technology,92316265,45026,prospect,False,,enterprise,0,False,,,0,
ACCT-1201,Blue LLC,United States,Seattle,West,Real Estate,22113513,26842,prospect,False,,enterprise,0,False,,,0,
ACCT-1202,Worldwide Group,United States,San Francisco,West,Retail,7074992,4486,prospect,False,,midmarket,0,False,,,0,
ACCT-1203,Advanced LLC,Sweden,Malmo,International,Technology,7272664,2815,prospect,False,,midmarket,0,False,,,0,
ACCT-1204,Silver Ltd,United States,Seattle,West,Technology,80673067,11718,prospect,False,,enterprise,0,False,,,0,
ACCT-1205,Clear Solutions,United States,Seattle,West,Technology,762233,99,prospect,False,,SMB,0,False,,,0,
ACCT-1206,East Ltd,United States,Philadelphia,East,Transportation,7723485,1174,prospect,False,,midmarket,0,False,,,0,
ACCT-1207,Atlantic Co,United Kingdom,Manchester,International,Education,12705048,5966,prospect,False,,enterprise,0,False,,,0,
ACCT-1208,West Technologies,United States,Seattle,West,Real Estate,36076367,44694,prospect,False,,enterprise,0,False,,,0,
ACCT-1209,Continental Co,United States,San Francisco,West,Consulting,8699159,1760,prospect,False,,midmarket,0,False,,,0,
ACCT-1210,Digital Co,France,Paris,International,Financial Services,7817098,4695,prospect,False,,midmarket,0,False,,,0,
ACCT-1211,Dynamic Systems,United States,Philadelphia,East,Financial Services,9338861,3324,prospect,False,,midmarket,0,False,,,0,
ACCT-1212,Green Technologies,United States,San Francisco,West,Financial Services,908667,30,prospect,False,,SMB,0,False,,,0,
ACCT-1213,Golden Group,United States,Seattle,West,Technology,2403154,881,prospect,False,,midmarket,0,False,,,0,
ACCT-1214,Sharp LLC,United States,"Washington, D.C.",East,Manufacturing,522780,79,prospect,False,,SMB,0,False,,,0,
ACCT-1215,Atlantic Systems,United States,Los Angeles,West,Consulting,617386,33,prospect,False,,SMB,0,False,,,0,
ACCT-1216,Silver Co,United States,Los Angeles,West,Technology,90360192,31642,prospect,False,,enterprise,0,False,,,0,
ACCT-1217,Continental Inc,United States,New York,East,Financial Services,9385512,2664,prospect,False,,midmarket,0,False,,,0,
ACCT-1218,North Ltd,United States,San Francisco,West,Financial Services,20929927,11884,prospect,False,,enterprise,0,False,,,0,
ACCT-1219,Silver Corp,United States,San Francisco,West,Technology,32306580,17934,prospect,False,,enterprise,0,False,,,0,
ACCT-1220,Golden Corp,United States,New York,East,Technology,75389988,14166,prospect,False,,enterprise,0,False,,,0,
ACCT-1221,West Technologies,United States,Seattle,West,Technology,46387450,39241,prospect,False,,enterprise,0,False,,,0,
ACCT-1222,Blue Partners,France,Paris,International,Technology,92409660,29330,prospect,False,,enterprise,0,False,,,0,
ACCT-1223,Clear Partners,United States,New York,East,Legal,28164926,15763,prospect,False,,enterprise,0,False,,,0,
ACCT-1224,Clear Systems,United States,New York,East,Technology,105874,40,prospect,False,,SMB,0,False,,,0,
ACCT-1225,East Ltd,United States,New York,East,Financial Services,755331,60,prospect,False,,SMB,0,False,,,0,
ACCT-1226,Fast LLC,United States,Boston,East,Government,1237053,1678,prospect,False,,midmarket,0,False,,,0,
ACCT-1227,Dynamic Co,Germany,Munich,International,Technology,7765720,2186,prospect,False,,midmarket,0,False,,,0,
ACCT-1228,Sharp Technologies,United States,Seattle,West,Manufacturing,326955,36,prospect,False,,SMB,0,False,,,0,
ACCT-1229,Global Co,United States,Seattle,West,Financial Services,61398211,26637,prospect,False,,enterprise,0,False,,,0,
ACCT-1230,Quick Partners,United States,Los Angeles,West,Real Estate,8942448,1814,prospect,False,,midmarket,0,False,,,0,
ACCT-1231,Global Inc,United States,Los Angeles,West,Technology,29661777,14393,prospect,False,,enterprise,0,False,,,0,
ACCT-1232,Global Systems,Sweden,Uppsala,International,Technology,8376757,3584,prospect,False,,midmarket,0,False,,,0,
